,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,166,1,1,86,1,0,3,113,8,223,0,70
layer_1,3,84,31,144,3,0,49,2,4,101,1,2
layer_2,7,6,0,0,3,0,13,8,15,6,2,12
layer_3,0,10,35,0,6,0,1,0,8,0,34,177
layer_4,2,14,8,0,5,0,93,0,0,0,0,1
layer_5,0,19,1,7,225,1,0,22,6,1,1,0
layer_6,0,19,1,200,0,0,6,0,2,35,11,583
layer_7,46,1,9,10,38,178,27,17,56,0,1,298
layer_8,201,28,13,31,91,328,4,257,348,0,19,50
layer_9,0,2,0,232,9,1,1,6,1,1,0,11
layer_10,5,2,144,45,13,199,0,94,6,3,234,65
layer_11,293,22,0,7,110,82,2,101,326,147,193,15
