,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,59.0,92.0,1.0,0.0,64.0,66.0,44.0,59.0,401.0,31.0,347.0,165.0
layer_1,42.0,219.0,8.0,1.0,0.0,115.0,0.0,22.0,0.0,2.0,1.0,4.0
layer_2,333.0,4.0,0.0,0.0,31.0,1.0,0.0,4.0,0.0,334.0,32.0,41.0
layer_3,1.0,5.0,7.0,349.0,10.0,0.0,1.0,0.0,12.0,81.0,6.0,0.0
layer_4,8.0,13.0,0.0,0.0,9.0,234.0,0.0,0.0,7.0,4.0,0.0,68.0
layer_5,376.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,317.0,0.0,1.0
layer_6,0.0,0.0,0.0,0.0,1.0,1.0,110.0,0.0,0.0,0.0,0.0,0.0
layer_7,0.0,17.0,44.0,0.0,0.0,29.0,0.0,0.0,4.0,0.0,427.0,0.0
layer_8,0.0,0.0,9.0,0.0,0.0,56.0,0.0,1.0,0.0,9.0,1.0,0.0
layer_9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,10.0,2.0,1.0,0.0
layer_10,8.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
layer_11,0.0,2.0,26.0,0.0,1.0,11.0,0.0,8.0,5.0,2.0,1.0,0.0
