,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,20.0,1.0,25.0,0.0,0.0,1.0,17.0,6.0,21.0,28.0,3.0,17.0
layer_1,6.0,5.0,10.0,5.0,6.0,14.0,11.0,16.0,5.0,5.0,17.0,1.0
layer_2,3.0,5.0,2.0,1.0,3.0,4.0,6.0,3.0,3.0,7.0,5.0,5.0
layer_3,5.0,5.0,0.0,1.0,5.0,5.0,0.0,4.0,1.0,5.0,5.0,5.0
layer_4,5.0,4.0,5.0,4.0,5.0,5.0,5.0,0.0,6.0,5.0,5.0,2.0
layer_5,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0
layer_6,5.0,5.0,5.0,5.0,11.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0
layer_7,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0
layer_8,5.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0
layer_9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,5.0,5.0,5.0
layer_10,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
layer_11,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,17.0,5.0,5.0,5.0
