,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,310.0,0.0,1408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,568.0,60.0,0.0,179.0,0.0,236.0,0.0,4.0,0.0,0.0,0.0,0.0
layer_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,255.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
layer_3,0.0,0.0,5.0,2.0,1.0,8.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,4.0,7.0,62.0,22.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,68.0,0.0,34.0,3.0
layer_4,0.0,16.0,1.0,0.0,729.0,0.0,0.0,362.0,2.0,0.0,0.0,0.0,138.0,10.0,10.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,640.0,229.0,0.0,47.0,0.0,0.0,0.0,30.0
layer_5,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0,34.0,162.0,24.0,30.0,12.0,3.0,0.0,22.0,2.0,6.0,0.0,0.0,14.0,0.0,0.0,8.0,62.0,3.0,658.0
layer_6,800.0,45.0,118.0,445.0,0.0,35.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,31.0,16.0,62.0,4.0,98.0,2.0,5.0,161.0,1.0,144.0,40.0,0.0,0.0,2.0,13.0,8.0,260.0
layer_7,50.0,53.0,110.0,0.0,388.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,108.0,30.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,193.0
layer_8,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,114.0,0.0,193.0,41.0,95.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,470.0,616.0,1.0,0.0,211.0,0.0,0.0
layer_9,7.0,0.0,2.0,11.0,202.0,103.0,3.0,7.0,0.0,0.0,0.0,35.0,0.0,303.0,105.0,41.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,286.0,0.0,0.0,419.0,0.0,402.0,216.0,70.0,11.0
layer_10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,202.0,0.0,21.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0
layer_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,62.0,0.0,0.0,0.0,0.0,1.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
layer_12,1.0,0.0,0.0,97.0,0.0,22.0,0.0,275.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,74.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
layer_13,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
layer_14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,25.0,0.0,0.0,0.0,0.0
layer_15,34.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0
