,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,25.0,7.0,1.0,6.0,17.0,2.0,9.0,11.0,11.0,16.0,10.0,14.0
layer_1,7.0,5.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,0.0,6.0,1.0
layer_2,2.0,8.0,0.0,2.0,0.0,1.0,5.0,2.0,14.0,0.0,7.0,0.0
layer_3,4.0,10.0,14.0,0.0,2.0,1.0,0.0,0.0,1.0,7.0,0.0,2.0
layer_4,3.0,2.0,1.0,0.0,16.0,0.0,12.0,8.0,3.0,2.0,1.0,0.0
layer_5,1.0,1.0,0.0,0.0,2.0,1.0,8.0,1.0,4.0,17.0,0.0,2.0
layer_6,0.0,0.0,0.0,2.0,0.0,14.0,5.0,3.0,0.0,1.0,2.0,0.0
layer_7,1.0,2.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,12.0
layer_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
layer_9,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,1.0
layer_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
layer_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
