,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,6.0,9.0,7.0,0.0,25.0,16.0,29.0,18.0,156.0,23.0,190.0,69.0
layer_1,3.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
layer_2,195.0,0.0,0.0,0.0,9.0,0.0,19.0,0.0,0.0,195.0,3.0,0.0
layer_3,3.0,0.0,0.0,124.0,2.0,0.0,0.0,0.0,1.0,77.0,2.0,0.0
layer_4,1.0,2.0,0.0,0.0,2.0,23.0,0.0,0.0,2.0,0.0,0.0,11.0
layer_5,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,0.0
layer_6,0.0,0.0,0.0,0.0,1.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0
layer_7,0.0,0.0,109.0,0.0,0.0,22.0,0.0,0.0,1.0,0.0,161.0,0.0
layer_8,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,57.0,0.0,0.0
layer_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
layer_10,4.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,23.0,4.0
layer_11,1.0,2.0,20.0,1.0,2.0,10.0,1.0,1.0,32.0,1.0,1.0,1.0
