,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,3.0,4.0,2.0,8.0,10.0,5.0,19.0,21.0,19.0,8.0,12.0,14.0,11.0,17.0,31.0,10.0
layer_1,5.0,6.0,5.0,5.0,2.0,3.0,5.0,9.0,6.0,1.0,6.0,1.0,3.0,5.0,3.0,4.0
layer_2,5.0,6.0,1.0,3.0,2.0,1.0,12.0,1.0,7.0,3.0,2.0,6.0,4.0,3.0,3.0,2.0
layer_3,5.0,3.0,12.0,6.0,15.0,7.0,2.0,3.0,6.0,3.0,2.0,4.0,6.0,3.0,6.0,4.0
layer_4,3.0,12.0,24.0,7.0,3.0,8.0,28.0,2.0,2.0,3.0,2.0,6.0,3.0,4.0,5.0,7.0
layer_5,2.0,7.0,21.0,4.0,3.0,3.0,25.0,2.0,7.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0
layer_6,21.0,3.0,4.0,4.0,2.0,5.0,19.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
layer_7,3.0,7.0,18.0,28.0,16.0,2.0,1.0,2.0,6.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
layer_8,3.0,16.0,6.0,8.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
layer_9,3.0,26.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
layer_10,12.0,5.0,4.0,2.0,3.0,10.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
layer_11,11.0,10.0,5.0,35.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0
layer_12,9.0,11.0,2.0,8.0,5.0,32.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
layer_13,4.0,13.0,4.0,10.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0
layer_14,7.0,2.0,7.0,33.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0
layer_15,5.0,11.0,1.0,11.0,5.0,2.0,9.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0
layer_16,4.0,5.0,3.0,3.0,2.0,11.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
layer_17,5.0,8.0,14.0,3.0,1.0,3.0,5.0,14.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
layer_18,5.0,5.0,11.0,13.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
layer_19,5.0,4.0,10.0,2.0,2.0,7.0,12.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0
layer_20,7.0,11.0,14.0,7.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
layer_21,9.0,2.0,9.0,2.0,1.0,19.0,13.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,15.0,3.0
layer_22,20.0,10.0,24.0,3.0,9.0,8.0,3.0,20.0,1.0,2.0,2.0,2.0,6.0,2.0,2.0,3.0
layer_23,17.0,10.0,4.0,24.0,13.0,19.0,12.0,11.0,8.0,31.0,12.0,7.0,3.0,3.0,9.0,6.0
