,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,39.0,4.0,27.0,15.0,14.0,2.0,4.0,90.0,59.0,1.0,53.0,0.0
layer_1,12.0,85.0,102.0,30.0,112.0,32.0,65.0,0.0,2.0,67.0,66.0,20.0
layer_2,31.0,0.0,112.0,19.0,1.0,45.0,0.0,23.0,78.0,111.0,0.0,21.0
layer_3,63.0,0.0,46.0,117.0,0.0,0.0,56.0,0.0,0.0,85.0,16.0,7.0
layer_4,68.0,57.0,0.0,88.0,81.0,52.0,106.0,80.0,50.0,119.0,15.0,115.0
layer_5,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,29.0
layer_6,0.0,5.0,12.0,39.0,0.0,0.0,0.0,0.0,6.0,110.0,37.0,1.0
layer_7,1.0,2.0,0.0,26.0,6.0,0.0,0.0,5.0,0.0,0.0,11.0,0.0
layer_8,0.0,1.0,2.0,0.0,17.0,27.0,0.0,0.0,11.0,0.0,1.0,2.0
layer_9,0.0,14.0,0.0,4.0,0.0,22.0,0.0,0.0,40.0,0.0,0.0,0.0
layer_10,1.0,0.0,50.0,3.0,7.0,139.0,1.0,0.0,99.0,24.0,9.0,14.0
layer_11,42.0,197.0,149.0,11.0,114.0,3.0,14.0,5.0,97.0,0.0,20.0,111.0
