,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,56.0,0.0,191.0,10.0,0.0,0.0,32.0,56.0,64.0,53.0,146.0,2.0
layer_1,117.0,88.0,0.0,4.0,1.0,131.0,1.0,119.0,0.0,195.0,0.0,0.0
layer_2,0.0,0.0,163.0,97.0,0.0,0.0,49.0,0.0,0.0,5.0,13.0,0.0
layer_3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0
layer_4,0.0,92.0,0.0,0.0,1.0,0.0,0.0,0.0,126.0,1.0,0.0,0.0
layer_5,138.0,0.0,0.0,0.0,0.0,0.0,1.0,310.0,5.0,0.0,0.0,0.0
layer_6,0.0,125.0,6.0,155.0,0.0,0.0,0.0,37.0,142.0,0.0,0.0,2.0
layer_7,0.0,21.0,0.0,3.0,2.0,1.0,0.0,1.0,33.0,0.0,0.0,2.0
layer_8,4.0,13.0,0.0,0.0,0.0,0.0,266.0,29.0,2.0,0.0,0.0,1.0
layer_9,5.0,1.0,47.0,81.0,0.0,0.0,0.0,0.0,119.0,46.0,0.0,0.0
layer_10,3.0,0.0,0.0,1.0,0.0,195.0,0.0,3.0,0.0,145.0,0.0,0.0
layer_11,64.0,16.0,0.0,0.0,83.0,11.0,1.0,0.0,0.0,25.0,43.0,233.0
