,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,5,7,3,5,7,3,12,4,2,7,6,8,5,4,8,7
layer_1,5,4,6,4,11,4,6,2,6,5,4,9,8,6,3,4
layer_2,5,10,4,9,6,11,2,8,13,9,6,3,6,23,3,19
layer_3,3,9,3,3,3,5,3,3,3,3,3,3,3,3,3,3
layer_4,3,3,3,3,3,0,3,7,3,3,3,3,3,2,2,3
layer_5,5,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3
layer_6,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
layer_7,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3
layer_8,3,3,4,3,3,4,3,3,3,4,3,3,4,3,3,3
layer_9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
layer_10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
layer_11,3,3,3,5,6,2,3,3,3,3,3,7,3,3,3,3
layer_12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
layer_13,5,3,3,3,3,3,3,3,3,3,4,3,8,3,3,3
layer_14,3,3,3,3,3,3,3,6,3,4,4,3,3,3,3,3
layer_15,3,3,3,3,3,3,3,3,3,3,3,3,3,9,3,3
layer_16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
layer_17,3,3,3,3,3,3,3,3,3,3,3,4,3,5,3,3
layer_18,3,3,3,3,3,3,3,3,3,7,3,3,3,3,3,3
layer_19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
layer_20,3,3,3,5,3,5,3,3,3,3,3,10,3,3,3,3
layer_21,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3
layer_22,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
layer_23,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3
layer_24,3,3,3,3,3,3,3,7,3,3,5,3,4,3,3,3
layer_25,3,3,3,3,3,3,6,3,3,3,3,3,3,5,3,3
layer_26,3,3,3,3,3,3,3,1,3,6,4,3,3,3,3,4
layer_27,3,3,3,7,3,5,3,3,3,3,3,3,3,3,3,3
