,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,399.0,46.0,375.0,70.0,292.0,361.0,318.0,42.0,323.0,424.0,277.0,310.0
layer_1,0.0,0.0,0.0,0.0,0.0,155.0,0.0,1.0,6.0,1.0,0.0,299.0
layer_2,97.0,0.0,16.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,23.0
layer_3,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,149.0,24.0,0.0
layer_4,2.0,2.0,103.0,24.0,4.0,4.0,1.0,0.0,0.0,3.0,117.0,1.0
layer_5,15.0,17.0,305.0,5.0,19.0,2.0,0.0,38.0,6.0,26.0,40.0,44.0
layer_6,51.0,19.0,0.0,91.0,0.0,86.0,134.0,0.0,54.0,1.0,0.0,0.0
layer_7,94.0,0.0,17.0,2.0,70.0,0.0,0.0,4.0,1.0,46.0,12.0,0.0
layer_8,2.0,3.0,136.0,2.0,0.0,0.0,0.0,6.0,76.0,6.0,19.0,30.0
layer_9,0.0,5.0,0.0,0.0,1.0,176.0,1.0,2.0,7.0,0.0,10.0,1.0
layer_10,0.0,0.0,3.0,0.0,41.0,43.0,4.0,62.0,26.0,1.0,0.0,1.0
layer_11,57.0,0.0,0.0,0.0,41.0,0.0,7.0,1.0,0.0,0.0,128.0,0.0
