,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,2.0,4.0,4.0,3.0,4.0,12.0,12.0,4.0,4.0,12.0,2.0,18.0,5.0,19.0,5.0,9.0
layer_1,1.0,2.0,2.0,1.0,0.0,2.0,0.0,12.0,5.0,3.0,4.0,0.0,9.0,5.0,1.0,4.0
layer_2,2.0,2.0,2.0,0.0,1.0,0.0,2.0,10.0,3.0,0.0,2.0,13.0,1.0,1.0,0.0,3.0
layer_3,2.0,2.0,0.0,1.0,4.0,11.0,2.0,7.0,2.0,1.0,1.0,0.0,3.0,3.0,8.0,1.0
layer_4,2.0,5.0,2.0,2.0,18.0,12.0,33.0,4.0,6.0,16.0,6.0,1.0,4.0,4.0,6.0,2.0
layer_5,1.0,1.0,18.0,6.0,6.0,8.0,9.0,4.0,16.0,4.0,8.0,5.0,5.0,5.0,5.0,5.0
layer_6,0.0,4.0,1.0,8.0,6.0,6.0,16.0,3.0,7.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
layer_7,2.0,3.0,1.0,21.0,1.0,5.0,6.0,17.0,6.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
layer_8,2.0,1.0,15.0,19.0,5.0,10.0,14.0,3.0,7.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0
layer_9,1.0,6.0,5.0,9.0,14.0,5.0,10.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
layer_10,4.0,10.0,8.0,5.0,21.0,12.0,21.0,8.0,4.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0
layer_11,3.0,6.0,4.0,6.0,17.0,31.0,5.0,8.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
layer_12,9.0,5.0,7.0,9.0,3.0,9.0,13.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
layer_13,4.0,3.0,9.0,12.0,7.0,8.0,6.0,5.0,6.0,9.0,6.0,5.0,5.0,5.0,5.0,5.0
layer_14,11.0,7.0,7.0,7.0,5.0,6.0,10.0,8.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0
layer_15,3.0,1.0,8.0,3.0,7.0,6.0,9.0,8.0,7.0,5.0,8.0,5.0,5.0,5.0,5.0,5.0
layer_16,1.0,4.0,6.0,5.0,4.0,4.0,6.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0
layer_17,2.0,4.0,4.0,8.0,6.0,7.0,6.0,9.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
layer_18,6.0,0.0,7.0,3.0,5.0,5.0,6.0,9.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0
layer_19,3.0,2.0,4.0,6.0,6.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
layer_20,1.0,2.0,1.0,9.0,8.0,4.0,4.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0
layer_21,4.0,0.0,5.0,9.0,5.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,14.0,5.0
layer_22,3.0,3.0,7.0,5.0,3.0,9.0,6.0,11.0,4.0,5.0,5.0,5.0,3.0,5.0,6.0,5.0
layer_23,2.0,5.0,3.0,9.0,6.0,6.0,8.0,7.0,7.0,8.0,1.0,5.0,5.0,3.0,8.0,6.0
