,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,30.0,1.0,9.0,0.0,3.0,1.0,0.0,20.0,13.0,4.0,20.0,0.0
layer_1,8.0,8.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,33.0,0.0,0.0
layer_2,1.0,0.0,11.0,2.0,0.0,0.0,1.0,0.0,0.0,55.0,0.0,0.0
layer_3,0.0,3.0,3.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,1.0
layer_4,0.0,27.0,0.0,16.0,3.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0
layer_5,36.0,0.0,1.0,11.0,1.0,10.0,0.0,54.0,2.0,3.0,1.0,0.0
layer_6,0.0,30.0,10.0,29.0,0.0,0.0,0.0,1.0,11.0,0.0,19.0,0.0
layer_7,0.0,13.0,9.0,59.0,0.0,0.0,0.0,2.0,11.0,0.0,17.0,17.0
layer_8,3.0,0.0,3.0,48.0,0.0,0.0,48.0,16.0,36.0,0.0,0.0,3.0
layer_9,2.0,0.0,4.0,57.0,5.0,0.0,16.0,2.0,26.0,0.0,0.0,2.0
layer_10,44.0,0.0,0.0,1.0,1.0,37.0,2.0,0.0,0.0,44.0,1.0,0.0
layer_11,47.0,41.0,0.0,51.0,33.0,8.0,1.0,0.0,1.0,9.0,24.0,56.0
