,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,64,1,89,75,0,0,0,0,0,0,73,0,0,6,6,252
layer_1,45,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0
layer_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0
layer_5,0,2,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0
layer_6,0,0,0,0,0,0,7,0,2,0,0,0,16,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
layer_7,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
layer_8,0,1,0,1,0,0,0,0,3,4,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,19,0,1,155
layer_9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,40,0,0,1,2,5,0,0,0,1,0,15,16
layer_10,0,0,0,0,0,1,0,32,0,0,2,0,63,4,88,49,9,0,0,4,0,0,0,0,0,0,0,0,4,6,0,29
layer_11,7,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,215,0,0,0,1,1,1,73,0,2,4,1,22,1,0
layer_12,141,5,161,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,5,0,1,0,0,0,28
layer_13,3,13,91,0,132,0,0,0,0,2,0,1,0,8,0,4,0,0,0,0,0,2,8,7,0,5,4,0,0,5,50,107
layer_14,2,33,0,0,0,0,0,0,0,0,0,0,0,166,0,9,0,0,0,0,7,5,0,0,0,0,2,0,0,0,0,0
layer_15,3,17,1,28,0,0,0,0,6,1,0,0,0,6,1,8,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,10
layer_16,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,2,4,0,1,15,0,0,0,0,0
layer_17,0,0,0,0,15,98,15,0,0,1,4,17,0,0,2,0,0,0,41,1,63,1,116,2,0,0,0,0,17,0,0,0
layer_18,0,0,0,0,46,63,7,88,8,0,31,0,0,1,45,0,2,5,0,2,0,0,0,0,0,0,0,0,0,0,0,1
layer_19,0,32,2,0,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,35,0,0,0,16,0,1,0,52,0,72
layer_20,0,0,0,1,7,0,0,2,0,0,0,5,1,0,0,0,3,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0
layer_21,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,49,1,57,1
layer_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
layer_23,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,17,0,0,0,1,0,0,0
layer_24,6,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
layer_25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
layer_27,1,0,0,0,1,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
layer_28,0,0,0,0,0,0,57,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,46,0
layer_29,0,2,0,0,3,0,1,0,0,0,0,0,25,0,0,0,5,3,0,1,0,0,0,0,0,0,0,1,49,6,0,2
layer_30,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,1,12,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0
layer_31,8,158,0,11,0,0,0,0,67,0,0,0,0,50,2,0,0,0,0,0,0,0,33,0,82,23,3,18,0,0,0,0
