,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,58.0,3.0,74.0,2.0,57.0,75.0,17.0,0.0,27.0,190.0,79.0,61.0
layer_1,0.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,9.0,0.0,0.0,69.0
layer_2,24.0,0.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_3,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0
layer_4,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0
layer_5,0.0,0.0,27.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,10.0,3.0
layer_6,7.0,0.0,0.0,3.0,0.0,43.0,90.0,0.0,0.0,1.0,0.0,0.0
layer_7,6.0,0.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
layer_8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,2.0
layer_9,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0
layer_10,0.0,0.0,0.0,0.0,3.0,1.0,0.0,9.0,18.0,1.0,0.0,0.0
layer_11,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
