,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,12,1,11,0,1,0,1,9,10,5,13,0
layer_1,14,5,0,0,0,4,8,3,0,12,0,0
layer_2,21,0,14,1,1,0,6,0,0,20,0,0
layer_3,3,0,17,0,0,0,0,0,0,0,0,0
layer_4,7,19,0,8,0,0,0,0,5,27,0,0
layer_5,26,0,0,0,0,1,16,58,13,0,0,0
layer_6,1,1,22,50,0,0,2,0,13,0,29,1
layer_7,0,2,1,56,0,0,0,0,0,0,0,4
layer_8,1,0,22,4,0,0,4,6,6,0,0,0
layer_9,0,12,6,63,0,1,5,0,1,6,0,0
layer_10,18,0,0,0,0,38,2,0,0,26,0,0
layer_11,54,11,1,8,11,1,0,0,0,2,33,27
