,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,0,0,0,6,0,0,0,0,0,0,57,0,0,0,0,0,29,0,14,12,0,0,0,0,0,0,22,0,0,11,10,79
layer_1,17,0,0,0,0,0,0,0,8,0,0,3,0,4,0,0,1,0,0,0,3,7,0,0,0,0,0,6,0,0,5,0
layer_2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,9,4,0
layer_3,0,3,0,0,5,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,7
layer_4,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
layer_6,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
layer_7,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
layer_8,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,2,0,6
layer_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,8
layer_10,0,0,0,0,2,1,0,8,0,0,0,0,2,0,6,9,6,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1
layer_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,73,0,0,0,1,2,0,1,0,0,0,0,0,0,1
layer_12,23,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,5
layer_13,0,13,11,0,3,0,6,0,0,3,0,0,0,4,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,14,7
layer_14,0,1,0,0,0,0,0,0,0,0,0,0,0,45,0,1,6,0,2,1,4,0,0,0,0,0,0,0,1,0,0,1
layer_15,3,1,1,5,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3
layer_16,4,0,0,0,0,0,5,1,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,2,0,0,0,0,0
layer_17,0,0,0,0,4,7,14,0,0,0,1,24,2,1,1,0,4,1,40,0,19,0,48,1,0,0,0,0,1,0,0,0
layer_18,0,0,2,0,1,26,0,18,6,0,15,0,0,0,0,1,5,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0
layer_19,2,5,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,6,6,0,0,0,0,7,2
layer_20,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,1,1,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0
layer_21,0,0,0,0,0,6,0,0,6,0,1,0,9,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,1,18,14
layer_22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,1
layer_23,0,0,0,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,11,27,0,6,6,0,0,0,0
layer_24,3,14,2,6,1,0,0,0,29,5,2,0,0,2,2,0,0,0,0,0,0,0,4,5,1,0,0,0,0,0,0,0
layer_25,0,0,0,0,0,0,0,1,0,1,0,0,14,0,5,13,0,0,0,0,3,4,0,1,0,0,0,0,0,0,0,0
layer_26,0,3,0,0,0,1,0,0,23,0,5,0,5,1,0,0,0,0,0,0,0,7,0,1,0,0,0,2,0,2,0,7
layer_27,0,6,0,2,0,3,6,7,0,0,11,13,0,6,0,3,0,0,0,0,0,1,0,10,0,0,0,0,1,0,0,0
layer_28,0,0,0,0,13,0,5,0,10,1,4,1,2,2,0,0,0,0,0,0,1,8,1,7,0,0,0,1,0,6,37,0
layer_29,0,0,6,10,7,3,13,2,0,0,0,0,4,0,1,0,5,5,0,3,0,0,0,0,11,10,0,2,18,0,0,3
layer_30,0,0,0,0,0,0,3,0,0,0,0,0,12,11,0,0,6,0,3,1,0,1,8,30,0,0,0,0,0,0,1,1
layer_31,6,37,8,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,4,2,0,12,12,9,8,0,0,0,0
