,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,54,6,151,0,2,2,2,2,0,0,0,43,1,0,0,0,0,0,0,0,0,8,0,44,39,4,1,0,0,0,0,0
layer_1,1,4,0,0,4,3,2,0,0,0,0,0,2,12,0,0,1,1,28,0,9,0,0,0,19,0,2,0,0,0,5,0
layer_2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
layer_3,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_4,0,0,0,0,28,0,1,12,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
layer_5,0,0,1,0,0,0,0,0,0,0,0,0,0,14,12,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,29
layer_6,1,0,0,0,3,0,0,20,26,0,2,21,4,3,0,2,7,0,0,1,3,0,7,0,0,5,0,0,1,8,2,0
layer_7,0,9,45,0,0,0,0,0,1,6,1,9,0,0,0,0,0,16,2,0,0,0,0,0,1,0,0,7,4,6,2,0
layer_8,0,0,0,2,7,6,2,0,0,0,0,0,0,3,0,9,0,5,0,7,0,2,12,0,0,0,0,0,2,2,1,24
layer_9,0,8,2,0,0,0,0,0,3,13,28,57,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0
layer_10,0,3,0,0,0,0,0,0,0,15,0,3,0,0,0,1,6,0,12,5,16,0,2,0,2,5,6,2,0,0,2,0
layer_11,0,1,2,0,2,0,2,0,1,0,7,0,0,0,0,0,19,4,1,33,0,0,0,0,1,2,4,2,0,0,0,3
layer_12,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,6,5,22,0,1,0,16,5,5,3,0,8,0,0,0
layer_13,0,2,2,5,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,19,0,5
layer_14,0,0,1,0,0,1,0,0,53,17,1,6,0,13,0,0,0,1,0,5,0,0,0,0,2,5,132,0,0,0,0,0
layer_15,11,0,0,0,27,15,12,53,3,0,1,8,21,2,3,0,0,0,0,0,1,1,2,5,0,2,9,1,0,0,1,1
layer_16,0,0,0,3,9,0,0,0,1,10,0,1,9,1,3,0,0,0,7,0,0,0,89,0,0,2,1,3,0,22,0,3
layer_17,1,0,0,4,7,3,0,2,0,0,0,0,0,0,0,12,0,0,1,5,1,0,0,2,0,0,1,0,0,5,2,0
layer_18,6,2,3,2,0,1,7,0,0,0,0,0,0,0,2,0,0,30,0,6,0,2,0,0,1,0,3,0,0,0,2,1
layer_19,1,0,3,0,0,0,0,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,18,0,0,0,0,0
layer_20,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
layer_21,3,2,2,0,11,2,1,3,0,3,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_22,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,2,12,10,0,0,0,0,0,0,0,0
layer_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1
layer_24,0,4,0,1,0,0,0,0,5,6,3,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
layer_25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0
layer_26,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0
layer_27,0,0,0,0,0,0,0,0,1,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,9,0,0,1,1,2
layer_28,0,0,1,0,0,1,0,0,0,1,3,2,0,0,0,0,1,0,0,0,0,0,1,2,0,1,4,0,0,0,2,0
layer_29,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,12
layer_30,0,2,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0,1,3,0,2,0,1,0,2,0,0,2,0,0,0,0
layer_31,5,1,0,0,0,0,12,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,9,0,2,0,2,0
