,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,24.0,0.0,44.0,0.0,0.0,0.0,0.0,75.0,1.0,0.0,12.0,0.0
layer_1,1.0,1.0,0.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0
layer_2,0.0,0.0,122.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_3,84.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0
layer_4,0.0,12.0,1.0,87.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
layer_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
layer_6,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0
layer_7,1.0,0.0,0.0,7.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_8,0.0,41.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0
layer_9,0.0,111.0,0.0,0.0,2.0,7.0,0.0,1.0,54.0,0.0,0.0,1.0
layer_10,1.0,0.0,0.0,27.0,4.0,24.0,3.0,0.0,0.0,0.0,1.0,22.0
layer_11,9.0,4.0,16.0,6.0,0.0,1.0,12.0,1.0,4.0,0.0,17.0,70.0
