,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,78.0,0.0,0.0,4.0,0.0,0.0,0.0,30.0,1.0,89.0,0.0,10.0
layer_1,4.0,6.0,3.0,85.0,0.0,0.0,16.0,1.0,0.0,1.0,0.0,0.0
layer_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,3.0,0.0,0.0
layer_3,0.0,5.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,25.0,131.0
layer_4,0.0,1.0,1.0,1.0,0.0,1.0,36.0,1.0,0.0,1.0,0.0,0.0
layer_5,0.0,21.0,0.0,26.0,394.0,1.0,0.0,22.0,2.0,2.0,3.0,0.0
layer_6,0.0,13.0,0.0,61.0,2.0,0.0,4.0,0.0,0.0,11.0,41.0,332.0
layer_7,78.0,0.0,22.0,11.0,0.0,124.0,20.0,9.0,41.0,1.0,4.0,339.0
layer_8,306.0,27.0,4.0,52.0,77.0,427.0,0.0,197.0,392.0,0.0,19.0,98.0
layer_9,0.0,0.0,0.0,178.0,6.0,0.0,5.0,2.0,2.0,0.0,0.0,31.0
layer_10,5.0,2.0,107.0,42.0,24.0,55.0,0.0,143.0,1.0,0.0,206.0,29.0
layer_11,111.0,6.0,0.0,7.0,116.0,55.0,1.0,96.0,164.0,55.0,86.0,6.0
