,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,1,66,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,16,0,0,0,0
layer_1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
layer_2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
layer_5,0,0,7,0,0,0,0,0,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0
layer_6,0,0,0,0,0,0,0,11,0,0,0,0,4,2,7,0,0,0,0,0,0,2,0,0
layer_7,0,3,0,0,0,0,0,1,0,6,0,0,0,3,0,0,0,0,0,0,1,0,1,0
layer_8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0
layer_9,1,2,1,0,0,0,11,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
layer_10,6,2,1,0,0,0,1,0,0,0,0,0,32,23,11,0,0,0,0,1,0,0,0,0
layer_11,10,0,0,0,4,3,0,0,0,0,0,3,2,17,0,0,4,0,1,0,0,3,0,0
layer_12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,18
layer_13,0,1,0,0,1,0,25,3,16,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0
layer_14,1,0,0,11,3,43,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
layer_15,0,0,2,5,2,0,0,0,6,0,9,0,0,0,3,1,0,2,0,0,0,0,0,1
layer_16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
layer_17,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
layer_19,0,0,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
layer_21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
layer_22,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
layer_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
layer_24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
layer_25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
layer_26,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
layer_27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
