,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,11.0,3.0,206.0,4.0,300.0,7.0,4.0,0.0,14.0,6.0,21.0,0.0,18.0,12.0,22.0,111.0,33.0,52.0,13.0,31.0,4.0,36.0,5.0,32.0
layer_1,23.0,47.0,0.0,1.0,73.0,5.0,17.0,0.0,78.0,12.0,5.0,91.0,10.0,9.0,24.0,23.0,111.0,11.0,0.0,17.0,21.0,0.0,7.0,0.0
layer_2,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
layer_3,0.0,1.0,0.0,11.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
layer_4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,5.0,0.0,0.0,6.0,0.0,5.0,1.0,0.0,3.0,210.0,1.0,1.0,0.0
layer_5,0.0,1.0,1.0,3.0,7.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,6.0
layer_6,28.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,0.0,5.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,1.0,10.0,2.0,0.0,0.0,0.0
layer_7,167.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,61.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0
layer_8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,1.0,10.0,0.0,14.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0
layer_9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,3.0,0.0,0.0,16.0,7.0,0.0,6.0
layer_10,0.0,0.0,40.0,3.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0
layer_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
layer_12,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_13,29.0,28.0,17.0,10.0,104.0,2.0,11.0,0.0,54.0,0.0,0.0,98.0,58.0,4.0,18.0,0.0,86.0,53.0,1.0,4.0,1.0,9.0,6.0,1.0
layer_14,2.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,8.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,23.0,0.0,0.0
layer_15,0.0,0.0,0.0,165.0,7.0,0.0,0.0,1.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0
layer_16,0.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,1.0,9.0,1.0,5.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,197.0,0.0,12.0,0.0
layer_17,0.0,2.0,1.0,3.0,1.0,30.0,0.0,2.0,2.0,3.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,3.0,9.0,5.0
layer_18,10.0,2.0,1.0,2.0,0.0,1.0,0.0,6.0,28.0,0.0,18.0,1.0,1.0,6.0,17.0,0.0,0.0,0.0,0.0,4.0,25.0,5.0,2.0,0.0
layer_19,116.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,6.0,41.0,3.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,5.0,0.0,11.0,7.0
layer_20,1.0,2.0,0.0,0.0,5.0,4.0,1.0,1.0,5.0,0.0,12.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0
layer_21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,15.0,9.0,0.0,0.0,3.0,11.0,1.0,6.0
layer_22,2.0,7.0,13.0,39.0,11.0,0.0,1.0,4.0,13.0,31.0,11.0,3.0,3.0,2.0,1.0,0.0,17.0,2.0,9.0,0.0,40.0,0.0,10.0,7.0
layer_23,137.0,118.0,104.0,60.0,84.0,101.0,35.0,13.0,85.0,121.0,1.0,0.0,118.0,2.0,39.0,69.0,22.0,29.0,1.0,18.0,0.0,30.0,61.0,22.0
