,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,81.0,11.0,156.0,22.0,24.0,0.0,20.0,109.0,71.0,54.0,164.0,15.0
layer_1,75.0,55.0,0.0,25.0,21.0,8.0,9.0,49.0,0.0,212.0,1.0,0.0
layer_2,1.0,0.0,43.0,3.0,0.0,0.0,104.0,1.0,0.0,146.0,0.0,11.0
layer_3,11.0,3.0,53.0,1.0,4.0,0.0,6.0,0.0,1.0,4.0,0.0,11.0
layer_4,23.0,177.0,0.0,29.0,7.0,0.0,1.0,0.0,122.0,2.0,0.0,0.0
layer_5,66.0,0.0,3.0,29.0,21.0,33.0,1.0,437.0,65.0,4.0,3.0,0.0
layer_6,2.0,109.0,39.0,268.0,0.0,0.0,68.0,19.0,267.0,0.0,115.0,28.0
layer_7,0.0,34.0,132.0,145.0,0.0,34.0,2.0,2.0,61.0,0.0,7.0,145.0
layer_8,57.0,6.0,2.0,74.0,1.0,2.0,392.0,222.0,180.0,3.0,0.0,12.0
layer_9,3.0,7.0,32.0,427.0,0.0,9.0,22.0,0.0,150.0,74.0,0.0,22.0
layer_10,146.0,3.0,0.0,32.0,38.0,349.0,7.0,18.0,0.0,164.0,5.0,0.0
layer_11,157.0,144.0,0.0,180.0,338.0,54.0,7.0,5.0,25.0,94.0,200.0,288.0
