,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,53,0,61,43,0,4,172,0,0,17,20,16
layer_1,0,7,0,0,0,0,0,1,0,2,0,0
layer_2,0,0,1,0,3,0,0,0,0,0,0,0
layer_3,4,0,1,47,0,2,1,0,10,0,0,22
layer_4,0,1,0,69,92,16,65,0,142,0,121,9
layer_5,0,0,0,0,0,0,0,0,0,0,0,5
layer_6,1,0,200,41,0,2,0,0,0,73,0,65
layer_7,0,0,0,58,16,0,0,0,0,0,0,0
layer_8,0,0,5,0,56,33,0,0,71,0,29,4
layer_9,0,28,0,0,0,0,0,0,103,0,0,0
layer_10,0,0,2,2,0,0,1,0,31,0,3,0
layer_11,95,0,10,1,3,0,37,16,300,0,21,43
