,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,20,195,0,0,0,13,0,1,2,5,0,0,15,20,0,110,0,185,0,1,0,12,0,0
layer_1,0,0,0,1,0,3,1,0,96,0,0,0,12,0,0,0,0,0,0,0,0,0,10,0
layer_2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,3,5,0,0,0
layer_3,0,2,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,26,0,43
layer_4,0,0,1,30,0,22,0,2,0,0,1,32,0,29,0,0,0,4,0,15,0,0,0,23
layer_5,0,10,0,0,0,0,0,0,1,1,21,13,4,0,0,0,0,0,0,0,0,0,0,39
layer_6,30,0,0,0,0,69,4,0,10,16,0,3,11,0,3,1,0,53,0,0,3,0,116,140
layer_7,8,57,0,0,0,0,0,1,99,26,24,0,0,11,0,0,2,0,8,0,1,3,21,0
layer_8,1,0,3,1,45,101,0,0,0,6,3,29,1,3,17,86,0,3,17,0,0,0,10,1
layer_9,0,21,2,0,0,0,2,5,42,0,1,0,1,0,2,0,1,0,22,0,59,0,0,5
layer_10,3,2,0,0,12,0,0,40,0,0,1,0,49,1,36,0,7,0,0,1,0,0,2,0
layer_11,0,0,0,6,0,4,0,0,6,19,0,0,29,8,55,0,23,31,62,35,2,26,3,17
layer_12,4,14,2,0,0,56,27,11,0,5,1,6,3,0,0,1,9,6,21,0,0,1,48,25
layer_13,1,17,2,10,6,5,228,21,0,64,0,5,0,0,4,3,0,6,9,17,0,0,0,5
layer_14,154,0,0,57,3,32,6,13,1,15,8,1,2,0,0,8,4,17,0,19,7,4,4,2
layer_15,1,0,6,21,1,0,0,1,16,5,23,10,0,0,6,8,0,8,1,0,0,9,3,6
layer_16,11,15,0,0,0,0,16,2,0,2,0,2,1,1,1,0,0,1,12,10,32,4,3,1
layer_17,9,1,1,0,0,2,15,1,0,2,0,0,0,0,0,7,2,0,0,0,1,0,2,0
layer_18,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,1,0,0,2,0,2,2,1
layer_19,4,21,1,0,0,0,3,8,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0
layer_20,0,0,0,1,1,0,0,0,0,0,0,1,1,8,0,1,0,2,1,0,0,15,0,0
layer_21,21,0,1,1,0,0,0,0,0,0,0,36,0,0,0,0,0,0,1,1,0,2,0,0
layer_22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,14,0,0,0,0,0,0
layer_23,0,0,6,3,85,3,0,0,0,0,0,1,0,2,4,0,5,6,0,0,2,0,0,14
layer_24,0,0,0,0,0,0,17,21,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
layer_25,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,15
layer_26,1,8,6,1,1,0,0,10,0,0,0,0,6,4,10,4,2,6,2,10,4,0,0,0
layer_27,2,2,0,0,3,27,0,0,1,1,1,2,0,0,0,0,0,0,5,6,2,9,0,0
