,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,1,4,1,5,0,3,2,1,7,1,3,2,2,1,2,3
layer_1,1,0,0,0,1,0,1,1,2,0,1,0,1,10,0,0
layer_2,0,0,2,3,5,1,5,1,1,0,3,1,1,4,1,3
layer_3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
layer_4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
layer_5,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3
layer_6,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
layer_7,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0
layer_8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
layer_9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
layer_10,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
layer_11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
layer_12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
layer_13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_14,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
layer_15,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
layer_16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
layer_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
layer_19,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
layer_20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
layer_21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
layer_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
layer_24,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0
layer_25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
layer_26,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
layer_27,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
