,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,44.0,0.0,65.0,0.0,25.0,9.0,14.0,1.0,0.0,1.0,6.0,0.0
layer_1,0.0,65.0,2.0,1.0,1.0,1.0,22.0,0.0,0.0,99.0,20.0,0.0
layer_2,1.0,0.0,2.0,5.0,0.0,5.0,1.0,0.0,3.0,4.0,1.0,0.0
layer_3,1.0,0.0,2.0,5.0,22.0,0.0,13.0,1.0,10.0,0.0,1.0,0.0
layer_4,11.0,51.0,13.0,1.0,83.0,126.0,61.0,16.0,135.0,3.0,57.0,22.0
layer_5,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,3.0,0.0,6.0,35.0
layer_6,0.0,0.0,35.0,230.0,5.0,8.0,4.0,0.0,17.0,3.0,0.0,8.0
layer_7,19.0,0.0,0.0,111.0,17.0,84.0,0.0,1.0,0.0,0.0,0.0,0.0
layer_8,1.0,64.0,10.0,0.0,35.0,66.0,0.0,4.0,21.0,4.0,123.0,82.0
layer_9,0.0,305.0,0.0,0.0,7.0,221.0,0.0,7.0,134.0,0.0,4.0,134.0
layer_10,5.0,1.0,24.0,113.0,27.0,0.0,12.0,1.0,4.0,4.0,1.0,147.0
layer_11,59.0,35.0,35.0,24.0,6.0,20.0,37.0,14.0,191.0,5.0,135.0,19.0
