,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31,head_32,head_33,head_34,head_35,head_36,head_37,head_38,head_39,head_40,head_41,head_42,head_43,head_44,head_45,head_46,head_47,head_48,head_49,head_50,head_51,head_52,head_53,head_54,head_55,head_56,head_57,head_58,head_59,head_60,head_61,head_62,head_63,head_64,head_65,head_66,head_67,head_68,head_69,head_70
layer_0,13.0,42.0,16.0,36.0,12.0,24.0,30.0,25.0,25.0,28.0,6.0,16.0,29.0,25.0,24.0,15.0,20.0,26.0,10.0,33.0,27.0,27.0,22.0,43.0,17.0,19.0,11.0,28.0,27.0,22.0,30.0,41.0,28.0,14.0,27.0,27.0,29.0,9.0,26.0,29.0,18.0,31.0,26.0,6.0,21.0,31.0,27.0,14.0,23.0,31.0,18.0,22.0,24.0,25.0,27.0,37.0,25.0,34.0,25.0,31.0,21.0,18.0,32.0,22.0,28.0,39.0,30.0,9.0,9.0,33.0,28.0
layer_1,24.0,16.0,16.0,18.0,21.0,24.0,23.0,14.0,12.0,28.0,17.0,16.0,23.0,16.0,15.0,20.0,20.0,19.0,14.0,22.0,22.0,21.0,26.0,31.0,18.0,21.0,18.0,22.0,22.0,33.0,24.0,26.0,17.0,17.0,43.0,16.0,19.0,29.0,17.0,28.0,24.0,28.0,17.0,17.0,25.0,14.0,18.0,19.0,17.0,24.0,15.0,17.0,17.0,22.0,14.0,20.0,25.0,14.0,19.0,36.0,14.0,21.0,17.0,13.0,19.0,17.0,20.0,14.0,33.0,21.0,31.0
layer_2,21.0,17.0,13.0,15.0,14.0,24.0,10.0,15.0,7.0,12.0,22.0,15.0,13.0,20.0,15.0,6.0,25.0,14.0,20.0,23.0,20.0,19.0,16.0,22.0,12.0,14.0,23.0,33.0,18.0,16.0,8.0,15.0,24.0,15.0,20.0,12.0,21.0,18.0,16.0,24.0,43.0,17.0,14.0,13.0,17.0,11.0,13.0,13.0,19.0,17.0,13.0,3.0,8.0,21.0,20.0,7.0,15.0,10.0,18.0,17.0,30.0,16.0,13.0,12.0,23.0,15.0,16.0,15.0,37.0,18.0,14.0
layer_3,15.0,16.0,12.0,13.0,12.0,24.0,13.0,12.0,10.0,8.0,13.0,12.0,16.0,9.0,9.0,11.0,15.0,12.0,12.0,14.0,19.0,22.0,12.0,19.0,13.0,12.0,10.0,22.0,15.0,15.0,13.0,12.0,12.0,16.0,13.0,15.0,7.0,16.0,43.0,28.0,12.0,14.0,16.0,21.0,12.0,12.0,11.0,14.0,10.0,11.0,14.0,27.0,13.0,12.0,15.0,15.0,22.0,12.0,10.0,12.0,10.0,12.0,13.0,12.0,12.0,27.0,13.0,10.0,7.0,9.0,9.0
layer_4,3.0,12.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,14.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,12.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,14.0,3.0,3.0
layer_5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
layer_6,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,20.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,11.0,3.0,7.0,3.0,3.0,6.0,2.0,3.0,3.0,3.0,3.0,8.0,3.0,5.0,3.0,7.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
layer_7,3.0,3.0,10.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,7.0,3.0,3.0,3.0,3.0,10.0,3.0,18.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,6.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0
layer_8,8.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,13.0,3.0,11.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,9.0,3.0,3.0,3.0,3.0,3.0,13.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
layer_9,8.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9.0,3.0,11.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,25.0
