,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,120,0,174,173,0,0,0,0,0,0,100,1,0,0,38,27
layer_1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
layer_3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,0,0
layer_4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
layer_5,0,17,1,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0
layer_6,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,1,0,0,0,0,0,17,0,1,0,0,0,0,0,3,0,2
layer_7,10,0,0,1,0,9,0,6,5,0,0,4,0,3,1,4,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
layer_8,0,2,1,2,1,1,0,0,0,4,0,0,6,1,0,9,0,0,0,0,6,5,0,3,0,0,0,0,3,0,0,6
layer_9,0,0,0,0,1,3,0,1,0,0,0,4,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,87,16
layer_10,0,0,0,3,1,5,2,39,0,1,13,0,50,3,26,4,0,0,0,27,7,1,3,1,14,0,0,0,10,0,1,5
layer_11,0,0,0,0,0,3,0,6,0,0,0,1,0,0,0,0,1,10,4,0,0,18,6,1,12,0,1,0,5,2,5,0
layer_12,21,12,2,3,0,0,0,0,0,0,0,0,0,0,1,1,1,9,1,1,1,1,0,0,25,13,0,2,0,1,0,81
layer_13,2,9,28,0,26,0,3,1,2,2,9,0,2,80,0,32,5,3,12,1,0,9,7,4,3,7,15,5,0,11,4,16
layer_14,2,6,0,0,0,0,0,0,2,0,1,1,0,134,1,39,0,0,0,0,14,4,0,2,0,2,2,5,1,0,0,0
layer_15,4,3,1,23,0,1,4,0,7,0,1,0,0,14,0,8,0,0,0,3,0,0,0,0,0,0,0,0,2,9,0,12
layer_16,17,1,0,1,0,3,19,3,2,5,18,1,0,0,0,0,0,0,7,0,0,2,0,43,0,0,10,2,0,0,0,4
layer_17,0,0,0,0,38,13,39,0,0,0,1,18,0,4,16,5,8,4,7,3,20,3,4,21,0,0,0,0,0,2,0,0
layer_18,0,0,0,0,1,183,11,22,14,0,12,0,0,0,5,2,16,9,1,7,0,0,0,0,0,21,0,0,0,0,0,1
layer_19,1,15,6,0,1,4,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,3,1,0,22,0,1,4,0,2,5,19
layer_20,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,23,6,0,0,0,0,9,0,0,1,1,2,8,0,0,0,0
layer_21,0,0,0,0,0,0,0,0,0,1,0,0,14,0,8,2,0,1,0,0,2,0,0,0,1,7,0,0,0,1,23,0
layer_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0
layer_23,1,9,21,25,0,79,1,0,1,0,0,0,0,0,0,0,19,0,0,30,0,0,2,1,8,0,28,27,0,0,1,0
layer_24,0,15,2,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
layer_25,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
layer_26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,4,34,0,6,0,1,0,1,0,16,0,1
layer_27,0,2,0,0,0,0,1,0,0,0,0,0,0,19,0,1,0,4,8,0,17,3,10,60,0,1,1,0,12,0,4,0
layer_28,0,0,0,0,25,2,50,0,46,24,14,2,5,2,22,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0
layer_29,0,0,5,0,0,0,0,0,0,0,0,0,24,0,2,0,6,7,2,0,25,0,0,0,0,2,0,0,29,12,0,0
layer_30,0,0,0,0,0,0,0,0,0,2,0,2,107,0,6,0,29,0,5,0,0,2,0,1,0,0,0,0,0,12,0,0
layer_31,13,61,12,0,0,0,0,1,11,0,0,0,0,45,0,0,0,0,0,0,1,0,8,0,31,22,1,7,0,0,0,0
