,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,167,289,295,187,277,269,129,1,278,188,323,174,287,279,300,374,321,263,247,264,307,264,102,56,296,205,213,318,282,84,182,244
layer_1,272,171,336,201,138,158,276,126,166,135,152,170,321,126,129,66,197,139,59,254,163,180,91,150,16,217,123,1,11,146,9,260
layer_2,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1
layer_3,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
layer_4,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0
layer_5,0,0,1,0,0,0,0,0,6,2,0,0,0,0,3,110,0,1,11,1,0,0,3,0,65,0,1,0,0,0,0,0
layer_6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,3,0,0,16,0,0,0,1,0,0,1,0,4
layer_7,0,0,0,0,0,26,0,3,91,1,0,15,0,2,0,0,5,0,18,0,0,1,1,0,11,0,2,0,0,0,0,0
layer_8,0,18,1,0,0,2,3,0,0,0,2,0,1,1,0,77,3,67,5,2,2,0,0,0,0,0,0,8,1,17,127,0
layer_9,0,0,68,0,0,58,2,11,1,0,33,1,0,0,5,0,1,0,41,9,2,6,0,0,12,0,0,72,0,0,22,6
layer_10,0,0,1,3,1,5,1,0,0,11,1,8,0,0,0,1,7,45,0,1,3,1,13,0,1,32,20,0,1,56,9,2
layer_11,5,2,0,14,0,0,0,4,23,0,0,5,3,0,0,0,59,4,0,0,1,0,0,0,5,1,1,42,4,0,2,1
layer_12,1,29,0,16,0,5,2,0,0,29,0,2,8,0,12,0,0,0,0,0,2,9,0,0,9,0,0,33,0,12,1,31
layer_13,4,0,34,0,29,2,0,0,44,0,0,0,69,0,0,0,0,87,19,1,0,6,3,0,0,1,5,0,0,48,12,0
layer_14,1,0,74,6,0,0,0,0,0,3,2,2,3,0,23,0,6,10,0,0,32,83,27,0,0,0,1,3,0,38,1,0
layer_15,3,0,16,0,0,2,0,0,0,15,0,304,0,16,0,1,18,0,1,1,14,0,2,10,3,2,0,5,8,0,2,33
layer_16,0,1,10,32,17,0,33,16,2,3,0,63,1,9,0,56,11,56,0,0,6,0,0,15,1,0,1,0,1,0,0,0
layer_17,0,0,1,0,0,0,0,0,0,1,15,0,0,11,0,11,0,0,0,4,3,0,0,0,78,7,0,0,34,0,0,0
layer_18,5,0,0,0,9,28,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,15,0,0,3,0,7,2,0,2
layer_19,7,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,1,4,0,2,2,0,0,0,0
layer_20,0,0,0,0,13,1,0,0,2,0,0,5,1,229,1,15,0,0,4,0,13,1,0,0,0,0,0,0,0,0,1,7
layer_21,69,0,0,1,0,0,1,0,0,1,12,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
layer_22,0,0,0,0,4,0,0,0,0,0,2,19,0,0,0,12,0,0,0,0,0,19,0,0,0,0,15,0,0,0,0,3
layer_23,0,113,0,3,3,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
layer_24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0
layer_25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0
layer_26,0,0,0,0,7,0,0,0,0,0,0,0,0,30,1,0,0,0,0,13,0,0,8,0,0,0,0,0,0,1,6,0
layer_27,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,3,4,2,0,0,0,0,0,0,0,2,0,0,2,0,0
layer_28,0,0,0,2,4,0,0,0,0,1,6,0,0,3,0,0,0,0,0,0,2,0,0,3,0,2,10,0,1,0,0,0
layer_29,0,0,0,0,1,0,0,0,1,1,3,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,31,22,1,0
layer_30,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0,4,3,0,1,0,0,0,0,1,53,0,0,0,0,2
layer_31,4,10,109,2,297,0,0,0,4,0,0,5,14,2,0,24,0,2,0,3,0,1,29,0,222,1,0,4,2,4,0,4
