,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,0,130,0,0,0,0,0,14,2,0,0,0,0,0,0,113,0,20,1,59,0,0,0,0
layer_1,0,0,0,0,0,0,0,0,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,85
layer_6,0,0,0,0,0,13,8,4,8,0,0,1,4,0,1,0,0,1,0,0,5,0,36,14
layer_7,0,60,0,0,0,0,0,0,31,1,2,0,0,18,1,0,0,0,17,0,0,3,1,0
layer_8,0,0,0,2,0,0,0,0,0,0,0,9,10,3,14,6,0,0,18,0,0,0,0,0
layer_9,0,24,0,0,0,0,16,7,24,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
layer_10,0,4,0,0,0,0,0,14,0,0,0,0,19,0,30,0,0,0,0,0,0,0,0,0
layer_11,0,0,0,3,0,3,0,1,0,1,0,0,19,2,4,0,6,0,75,5,1,0,2,2
layer_12,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16
layer_13,0,0,0,0,0,0,117,6,7,2,0,1,0,0,0,0,0,0,0,11,0,0,0,1
layer_14,12,0,0,43,2,31,3,2,0,23,0,0,0,0,0,1,0,4,0,0,1,0,0,0
layer_15,0,0,0,15,0,0,0,0,2,5,0,3,0,0,0,0,0,25,0,0,0,0,2,0
layer_16,3,1,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,5,8,0,0,0,0
layer_17,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
layer_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
layer_19,0,23,0,2,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
layer_21,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
layer_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
layer_23,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0
layer_24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
layer_25,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
layer_26,0,6,0,0,0,0,0,1,0,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0
layer_27,10,0,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,5,0,0
